-1.000000 1.000000 -0.000000 -0.000000 0.000000 -0.000000 0.000000 -0.000000 0.000000 0.000000
-0.990000 0.798263 0.241457 -0.056436 0.026288 -0.016127 0.011631 -0.009407 0.008342 -0.004011
-0.980000 0.621551 0.443012 -0.091105 0.041623 -0.025369 0.018245 -0.014736 0.013059 -0.006278
-0.970000 0.467716 0.608471 -0.106747 0.047782 -0.028931 0.020746 -0.016733 0.014818 -0.007123
-0.960000 0.334743 0.741393 -0.105892 0.046386 -0.027895 0.019945 -0.016063 0.014215 -0.006831
-0.950000 0.220744 0.845100 -0.090881 0.038910 -0.023236 0.016564 -0.013321 0.011780 -0.005660
-0.940000 0.123951 0.922689 -0.063867 0.026689 -0.015824 0.011245 -0.009030 0.007980 -0.003834
-0.930000 0.042714 0.977040 -0.026829 0.010926 -0.006430 0.004556 -0.003653 0.003226 -0.001549
-0.920000 -0.024510 1.010831 0.018420 -0.007298 0.004263 -0.003010 0.002410 -0.002127 0.001021
-0.910000 -0.079155 1.026545 0.070224 -0.027020 0.015657 -0.011022 0.008811 -0.007769 0.003730
-0.900000 -0.122559 1.026478 0.127075 -0.047383 0.027235 -0.019110 0.015252 -0.013439 0.006450
-0.890000 -0.155962 1.012754 0.187605 -0.067634 0.038552 -0.026960 0.021484 -0.018916 0.009077
-0.880000 -0.180514 0.987327 0.250579 -0.087114 0.049231 -0.034311 0.027297 -0.024017 0.011522
-0.870000 -0.197281 0.951994 0.314887 -0.105256 0.058957 -0.040946 0.032523 -0.028593 0.013715
-0.860000 -0.207244 0.908403 0.379535 -0.121572 0.067475 -0.046696 0.037029 -0.032529 0.015599
-0.850000 -0.211311 0.858062 0.443641 -0.135654 0.074580 -0.051427 0.040712 -0.035737 0.017133
-0.840000 -0.210313 0.802343 0.506423 -0.147163 0.080119 -0.055043 0.043501 -0.038155 0.018288
-0.830000 -0.205014 0.742493 0.567199 -0.155829 0.083982 -0.057480 0.045348 -0.039743 0.019045
-0.820000 -0.196113 0.679640 0.625375 -0.161441 0.086098 -0.058703 0.046232 -0.040485 0.019396
-0.810000 -0.184245 0.614800 0.680445 -0.163844 0.086436 -0.058702 0.046149 -0.040379 0.019341
-0.800000 -0.169989 0.548885 0.731976 -0.162935 0.084995 -0.057493 0.045117 -0.039443 0.018888
-0.790000 -0.153868 0.482708 0.779614 -0.158660 0.081803 -0.055108 0.043166 -0.037707 0.018052
-0.780000 -0.136355 0.416988 0.823068 -0.151003 0.076918 -0.051601 0.040344 -0.035211 0.016853
-0.770000 -0.117872 0.352360 0.862111 -0.139991 0.070417 -0.047039 0.036708 -0.032010 0.015317
-0.760000 -0.098797 0.289376 0.896575 -0.125684 0.062398 -0.041501 0.032324 -0.028163 0.013472
-0.750000 -0.079468 0.228514 0.926344 -0.108173 0.052979 -0.035079 0.027269 -0.023738 0.011353
-0.740000 -0.060179 0.170182 0.951351 -0.087578 0.042288 -0.027873 0.021625 -0.018807 0.008992
-0.730000 -0.041190 0.114723 0.971571 -0.064041 0.030469 -0.019990 0.015477 -0.013449 0.006428
-0.720000 -0.022725 0.062419 0.987024 -0.037727 0.017675 -0.011541 0.008917 -0.007741 0.003699
-0.710000 -0.004977 0.013497 0.997761 -0.008819 0.004066 -0.002642 0.002037 -0.001767 0.000844
-0.700000 0.011890 -0.031867 1.003871 0.022483 -0.010192 0.006589 -0.005070 0.004393 -0.002098
-0.690000 0.027742 -0.073543 1.005467 0.055969 -0.024928 0.016035 -0.012311 0.010658 -0.005089
-0.680000 0.042468 -0.111448 1.002693 0.091417 -0.039970 0.025577 -0.019595 0.016946 -0.008089
-0.670000 0.055981 -0.145533 0.995714 0.128596 -0.055146 0.035099 -0.026830 0.023181 -0.011062
-0.660000 0.068216 -0.175787 0.984713 0.167270 -0.070283 0.044488 -0.033931 0.029287 -0.013972
-0.650000 0.079125 -0.202233 0.969892 0.207198 -0.085211 0.053634 -0.040813 0.035192 -0.016784
-0.640000 0.088681 -0.224919 0.951469 0.248138 -0.099766 0.062434 -0.047398 0.040828 -0.019466
-0.630000 0.096870 -0.243923 0.929672 0.289847 -0.113784 0.070786 -0.053611 0.046132 -0.021989
-0.620000 0.103696 -0.259342 0.904738 0.332083 -0.127111 0.078598 -0.059384 0.051046 -0.024324
-0.610000 0.109172 -0.271296 0.876915 0.374607 -0.139597 0.085782 -0.064653 0.055516 -0.026445
-0.600000 0.113326 -0.279922 0.846453 0.417183 -0.151101 0.092258 -0.069360 0.059493 -0.028332
-0.590000 0.116194 -0.285370 0.813608 0.459582 -0.161490 0.097955 -0.073455 0.062937 -0.029962
-0.580000 0.117822 -0.287805 0.778638 0.501580 -0.170638 0.102807 -0.076893 0.065810 -0.031320
-0.570000 0.118262 -0.287402 0.741799 0.542961 -0.178431 0.106757 -0.079638 0.068082 -0.032390
-0.560000 0.117576 -0.284345 0.703348 0.583517 -0.184763 0.109758 -0.081656 0.069727 -0.033163
-0.550000 0.115829 -0.278823 0.663538 0.623049 -0.189539 0.111770 -0.082926 0.070729 -0.033628
-0.540000 0.113091 -0.271033 0.622621 0.661368 -0.192674 0.112763 -0.083428 0.071074 -0.033781
-0.530000 0.109437 -0.261173 0.580839 0.698296 -0.194095 0.112712 -0.083154 0.070756 -0.033618
-0.520000 0.104942 -0.249442 0.538433 0.733666 -0.193739 0.111606 -0.082099 0.069773 -0.033140
-0.510000 0.099687 -0.236042 0.495634 0.767322 -0.191554 0.109437 -0.080266 0.068132 -0.032349
-0.500000 0.093750 -0.221171 0.452665 0.799120 -0.187500 0.106210 -0.077665 0.065841 -0.031250
-0.490000 0.087213 -0.205029 0.409742 0.828929 -0.181546 0.101936 -0.074311 0.062917 -0.029852
-0.480000 0.080158 -0.187808 0.367070 0.856629 -0.173675 0.096634 -0.070225 0.059381 -0.028164
-0.470000 0.072663 -0.169700 0.324846 0.882114 -0.163879 0.090330 -0.065434 0.055258 -0.026198
-0.460000 0.064809 -0.150888 0.283254 0.905290 -0.152161 0.083061 -0.059972 0.050578 -0.023971
-0.450000 0.056673 -0.131553 0.242468 0.926076 -0.138534 0.074867 -0.053876 0.045375 -0.021497
-0.440000 0.048330 -0.111867 0.202653 0.944404 -0.123023 0.065797 -0.047188 0.039688 -0.018795
-0.430000 0.039855 -0.091995 0.163959 0.960219 -0.105661 0.055906 -0.039956 0.033559 -0.015886
-0.420000 0.031316 -0.072094 0.126527 0.973477 -0.086492 0.045257 -0.032230 0.027031 -0.012791
-0.410000 0.022783 -0.052315 0.090484 0.984147 -0.065570 0.033915 -0.024065 0.020154 -0.009533
-0.400000 0.014318 -0.032797 0.055947 0.992211 -0.042954 0.021952 -0.015519 0.012978 -0.006136
-0.390000 0.005983 -0.013673 0.023019 0.997663 -0.018717 0.009447 -0.006653 0.005556 -0.002626
-0.380000 -0.002165 0.004936 -0.008208 1.000508 0.007065 -0.003520 0.002470 -0.002059 0.000973
-0.370000 -0.010074 0.022917 -0.037653 1.000761 0.034306 -0.016864 0.011784 -0.009810 0.004633
-0.360000 -0.017694 0.040165 -0.065249 0.998451 0.062912 -0.030495 0.021224 -0.017641 0.008327
-0.350000 -0.024981 0.056588 -0.090938 0.993614 0.092785 -0.044323 0.030720 -0.025493 0.012028
-0.340000 -0.031893 0.072101 -0.114677 0.986298 0.123819 -0.058253 0.040205 -0.033309 0.015708
-0.330000 -0.038394 0.086631 -0.136430 0.976560 0.155905 -0.072190 0.049608 -0.041031 0.019342
-0.320000 -0.044453 0.100113 -0.156174 0.964467 0.188925 -0.086036 0.058861 -0.048603 0.022900
-0.310000 -0.050041 0.112491 -0.173898 0.950094 0.222762 -0.099694 0.067895 -0.055967 0.026357
-0.300000 -0.055134 0.123721 -0.189599 0.933524 0.257290 -0.113064 0.076642 -0.063067 0.029687
-0.290000 -0.059712 0.133765 -0.203284 0.914846 0.292383 -0.126049 0.085037 -0.069851 0.032865
-0.280000 -0.063761 0.142597 -0.214970 0.894159 0.327912 -0.138551 0.093015 -0.076266 0.035865
-0.270000 -0.067268 0.150198 -0.224685 0.871567 0.363745 -0.150473 0.100512 -0.082262 0.038666
-0.260000 -0.070226 0.156557 -0.232461 0.847179 0.399749 -0.161720 0.107470 -0.087792 0.041244
